id,salary,salary_bracket,age,age_bracket,education,education_level,car_brand,car_brandname,region,US_region,credit_score,computer_brand,computer_brandname
6558,77250,Minimum,55,"Old Age",2,"Less than College",13,Mazda,5,"East South Central",160060,0,Acer
6559,116847,High,79,"Old Age",2,"Less than College",18,Subaru,5,"East South Central",436961,1,Sony
6560,22834,"Below Minimum",68,"Old Age",0,"Less than High School",15,Mitsubishi,7,Mountain,28508,1,Sony
6561,116508,High,32,"Middle Age",4,Postgraduate,19,Toyota,1,Mid-Atlantic,474041,1,Sony
6562,119193,High,73,"Old Age",1,"High School",17,Ram,6,"West South Central",479507,1,Sony
6563,48023,"Below Minimum",41,"Middle Age",3,College,20,Others,3,"West North Central",23167,1,Sony
6564,75003,Minimum,42,"Middle Age",1,"High School",4,Chevrolet,7,Mountain,491198,1,Sony
6565,59871,"Below Minimum",38,"Middle Age",0,"Less than High School",5,Chrysler,3,"West North Central",83577,0,Acer
6566,107048,High,26,"Young Adult",1,"High School",11,Kia,5,"East South Central",373325,1,Sony
6567,149847,High,23,"Young Adult",2,"Less than College",8,Honda,2,"East North Central",337747,1,Sony
6568,91633,Middle,31,"Middle Age",2,"Less than College",5,Chrysler,0,"New England",231699,0,Acer
6569,50080,"Below Minimum",35,"Middle Age",0,"Less than High School",2,Buick,3,"West North Central",212447,1,Sony
6570,49400,"Below Minimum",68,"Old Age",4,Postgraduate,8,Honda,8,Pacific,370362,0,Acer
6571,95482,Middle,64,"Old Age",0,"Less than High School",2,Buick,2,"East North Central",477510,1,Sony
6572,54374,"Below Minimum",45,"Middle Age",1,"High School",5,Chrysler,0,"New England",379866,1,Sony
6573,62685,"Below Minimum",61,"Old Age",0,"Less than High School",4,Chevrolet,7,Mountain,353233,1,Sony
6574,120547,High,53,"Old Age",1,"High School",15,Mitsubishi,0,"New England",17051,0,Acer
6575,137735,High,54,"Old Age",4,Postgraduate,5,Chrysler,6,"West South Central",212791,1,Sony
6576,24862,"Below Minimum",66,"Old Age",4,Postgraduate,15,Mitsubishi,4,"South Atlantic",469986,1,Sony
6577,62579,"Below Minimum",38,"Middle Age",1,"High School",11,Kia,2,"East North Central",490945,0,Acer
6578,40835,"Below Minimum",28,"Young Adult",3,College,8,Honda,2,"East North Central",345544,1,Sony
6579,77033,Minimum,39,"Middle Age",1,"High School",3,Cadillac,4,"South Atlantic",65900,1,Sony
6580,58269,"Below Minimum",49,"Old Age",3,College,12,Lincoln,5,"East South Central",189529,1,Sony
6581,144084,High,80,"Old Age",3,College,12,Lincoln,2,"East North Central",338427,1,Sony
6582,124921,High,46,"Old Age",2,"Less than College",14,"Mercedes Benz",2,"East North Central",240727,1,Sony
6583,129603,High,46,"Old Age",0,"Less than High School",6,Dodge,6,"West South Central",427097,1,Sony
6584,37469,"Below Minimum",57,"Old Age",2,"Less than College",14,"Mercedes Benz",7,Mountain,309190,1,Sony
6585,74288,Minimum,52,"Old Age",3,College,7,Ford,8,Pacific,243830,0,Acer
6586,134099,High,73,"Old Age",1,"High School",6,Dodge,6,"West South Central",142684,1,Sony
6587,94688,Middle,53,"Old Age",3,College,7,Ford,3,"West North Central",350190,0,Acer
6588,112312,High,80,"Old Age",0,"Less than High School",9,Hyundai,6,"West South Central",316018,1,Sony
6589,136278,High,78,"Old Age",3,College,20,Others,8,Pacific,116668,1,Sony
6590,116607,High,75,"Old Age",1,"High School",18,Subaru,7,Mountain,437819,1,Sony
6591,150000,High,60,"Old Age",3,College,19,Toyota,6,"West South Central",325707,1,Sony
6592,84965,Middle,50,"Old Age",2,"Less than College",2,Buick,0,"New England",440066,0,Acer
6593,131653,High,51,"Old Age",3,College,17,Ram,8,Pacific,144700,1,Sony
6594,91126,Middle,41,"Middle Age",0,"Less than High School",19,Toyota,1,Mid-Atlantic,0,0,Acer
6595,54444,"Below Minimum",38,"Middle Age",0,"Less than High School",4,Chevrolet,5,"East South Central",285042,0,Acer
6596,81219,Middle,53,"Old Age",0,"Less than High School",16,Nissan,0,"New England",477484,0,Acer
6597,76682,Minimum,71,"Old Age",4,Postgraduate,13,Mazda,5,"East South Central",282593,1,Sony
6598,51785,"Below Minimum",55,"Old Age",1,"High School",7,Ford,8,Pacific,318612,1,Sony
6599,88289,Middle,25,"Young Adult",2,"Less than College",15,Mitsubishi,6,"West South Central",234803,0,Acer
6600,80893,Middle,58,"Old Age",1,"High School",16,Nissan,4,"South Atlantic",29190,0,Acer
6601,72764,Minimum,33,"Middle Age",3,College,20,Others,2,"East North Central",25350,0,Acer
6602,136765,High,52,"Old Age",4,Postgraduate,8,Honda,4,"South Atlantic",439518,1,Sony
6603,59845,"Below Minimum",24,"Young Adult",3,College,10,Jeep,6,"West South Central",479433,0,Acer
6604,138114,High,25,"Young Adult",3,College,14,"Mercedes Benz",8,Pacific,212203,1,Sony
6605,57753,"Below Minimum",65,"Old Age",2,"Less than College",1,BMW,8,Pacific,425519,0,Acer
6606,127397,High,60,"Old Age",1,"High School",5,Chrysler,6,"West South Central",459690,1,Sony
6607,119594,High,32,"Middle Age",0,"Less than High School",14,"Mercedes Benz",5,"East South Central",429632,1,Sony
6608,67411,Minimum,75,"Old Age",3,College,5,Chrysler,4,"South Atlantic",71318,0,Acer
6609,38849,"Below Minimum",40,"Middle Age",1,"High School",11,Kia,8,Pacific,330483,1,Sony
6610,43502,"Below Minimum",47,"Old Age",4,Postgraduate,17,Ram,2,"East North Central",189145,1,Sony
6611,71120,Minimum,64,"Old Age",4,Postgraduate,1,BMW,8,Pacific,5910,0,Acer
6612,133396,High,28,"Young Adult",0,"Less than High School",4,Chevrolet,0,"New England",303412,1,Sony
6613,35781,"Below Minimum",64,"Old Age",1,"High School",14,"Mercedes Benz",4,"South Atlantic",66200,0,Acer
6614,27887,"Below Minimum",20,"Young Adult",3,College,15,Mitsubishi,0,"New England",83561,1,Sony
6615,68099,Minimum,30,"Middle Age",0,"Less than High School",11,Kia,1,Mid-Atlantic,326185,0,Acer
6616,93278,Middle,32,"Middle Age",0,"Less than High School",11,Kia,2,"East North Central",196780,0,Acer
6617,138896,High,48,"Old Age",4,Postgraduate,13,Mazda,5,"East South Central",302831,1,Sony
6618,84195,Middle,27,"Young Adult",2,"Less than College",16,Nissan,6,"West South Central",214269,0,Acer
6619,64480,Minimum,70,"Old Age",2,"Less than College",19,Toyota,1,Mid-Atlantic,49719,0,Acer
6620,133643,High,41,"Middle Age",2,"Less than College",5,Chrysler,6,"West South Central",231873,1,Sony
6621,25523,"Below Minimum",60,"Old Age",3,College,7,Ford,1,Mid-Atlantic,452248,0,Acer
6622,53063,"Below Minimum",22,"Young Adult",0,"Less than High School",1,BMW,1,Mid-Atlantic,448783,0,Acer
6623,44570,"Below Minimum",48,"Old Age",2,"Less than College",16,Nissan,8,Pacific,400150,1,Sony
6624,30970,"Below Minimum",66,"Old Age",4,Postgraduate,18,Subaru,1,Mid-Atlantic,307959,0,Acer
6625,35123,"Below Minimum",58,"Old Age",0,"Less than High School",12,Lincoln,5,"East South Central",306754,1,Sony
6626,33507,"Below Minimum",66,"Old Age",0,"Less than High School",9,Hyundai,5,"East South Central",337960,0,Acer
6627,53133,"Below Minimum",59,"Old Age",3,College,13,Mazda,2,"East North Central",273471,0,Acer
6628,122647,High,32,"Middle Age",3,College,15,Mitsubishi,7,Mountain,412295,1,Sony
6629,113099,High,77,"Old Age",4,Postgraduate,2,Buick,0,"New England",64191,1,Sony
6630,106390,High,40,"Middle Age",4,Postgraduate,5,Chrysler,6,"West South Central",122175,0,Acer
6631,79581,Minimum,32,"Middle Age",0,"Less than High School",5,Chrysler,1,Mid-Atlantic,273301,0,Acer
6632,55890,"Below Minimum",68,"Old Age",0,"Less than High School",6,Dodge,4,"South Atlantic",160201,0,Acer
6633,135262,High,29,"Young Adult",2,"Less than College",16,Nissan,4,"South Atlantic",284137,1,Sony
6634,32399,"Below Minimum",28,"Young Adult",3,College,17,Ram,4,"South Atlantic",224370,1,Sony
6635,33452,"Below Minimum",70,"Old Age",3,College,1,BMW,7,Mountain,462518,0,Acer
6636,86009,Middle,66,"Old Age",1,"High School",15,Mitsubishi,7,Mountain,402978,1,Sony
6637,121132,High,22,"Young Adult",1,"High School",8,Honda,8,Pacific,303879,1,Sony
6638,41274,"Below Minimum",44,"Middle Age",1,"High School",18,Subaru,6,"West South Central",492097,1,Sony
6639,78438,Minimum,30,"Middle Age",2,"Less than College",20,Others,8,Pacific,283360,0,Acer
6640,73242,Minimum,75,"Old Age",0,"Less than High School",1,BMW,8,Pacific,257473,0,Acer
6641,34799,"Below Minimum",68,"Old Age",4,Postgraduate,8,Honda,1,Mid-Atlantic,249178,0,Acer
6642,56844,"Below Minimum",72,"Old Age",3,College,12,Lincoln,7,Mountain,75620,0,Acer
6643,143290,High,78,"Old Age",0,"Less than High School",17,Ram,7,Mountain,49872,1,Sony
6644,140206,High,70,"Old Age",0,"Less than High School",7,Ford,0,"New England",488208,1,Sony
6645,28765,"Below Minimum",31,"Middle Age",3,College,15,Mitsubishi,6,"West South Central",274956,1,Sony
6646,139224,High,31,"Middle Age",0,"Less than High School",4,Chevrolet,3,"West North Central",273854,1,Sony
6647,104937,High,25,"Young Adult",2,"Less than College",1,BMW,4,"South Atlantic",450717,1,Sony
6648,94873,Middle,46,"Old Age",3,College,17,Ram,0,"New England",163355,0,Acer
6649,32148,"Below Minimum",43,"Middle Age",4,Postgraduate,9,Hyundai,4,"South Atlantic",478080,1,Sony
6650,36627,"Below Minimum",27,"Young Adult",4,Postgraduate,12,Lincoln,2,"East North Central",259362,1,Sony
6651,36922,"Below Minimum",45,"Middle Age",1,"High School",3,Cadillac,3,"West North Central",435619,1,Sony
6652,63786,"Below Minimum",22,"Young Adult",4,Postgraduate,5,Chrysler,5,"East South Central",150701,0,Acer
6653,46805,"Below Minimum",64,"Old Age",1,"High School",5,Chrysler,4,"South Atlantic",195064,0,Acer
6654,142027,High,48,"Old Age",0,"Less than High School",15,Mitsubishi,8,Pacific,113615,1,Sony
6655,22952,"Below Minimum",41,"Middle Age",0,"Less than High School",18,Subaru,3,"West North Central",426576,1,Sony
6656,47916,"Below Minimum",28,"Young Adult",4,Postgraduate,20,Others,8,Pacific,407341,0,Acer
6657,130818,High,44,"Middle Age",3,College,17,Ram,1,Mid-Atlantic,83951,1,Sony
6658,105285,High,44,"Middle Age",3,College,10,Jeep,3,"West North Central",20453,0,Acer
6659,135040,High,73,"Old Age",2,"Less than College",3,Cadillac,8,Pacific,318736,1,Sony
6660,142096,High,64,"Old Age",0,"Less than High School",7,Ford,1,Mid-Atlantic,253234,1,Sony
6661,65930,Minimum,57,"Old Age",1,"High School",13,Mazda,1,Mid-Atlantic,18760,1,Sony
6662,109402,High,32,"Middle Age",4,Postgraduate,19,Toyota,7,Mountain,246460,1,Sony
6663,58775,"Below Minimum",42,"Middle Age",2,"Less than College",8,Honda,0,"New England",466650,1,Sony
6664,67335,Minimum,42,"Middle Age",2,"Less than College",2,Buick,0,"New England",426382,1,Sony
6665,114868,High,31,"Middle Age",0,"Less than High School",10,Jeep,6,"West South Central",351005,1,Sony
6666,24116,"Below Minimum",46,"Old Age",1,"High School",14,"Mercedes Benz",0,"New England",272685,1,Sony
6667,73106,Minimum,28,"Young Adult",3,College,8,Honda,5,"East South Central",307717,0,Acer
6668,71041,Minimum,42,"Middle Age",1,"High School",14,"Mercedes Benz",2,"East North Central",402472,1,Sony
6669,98214,Middle,72,"Old Age",2,"Less than College",14,"Mercedes Benz",7,Mountain,346711,1,Sony
6670,106172,High,64,"Old Age",0,"Less than High School",15,Mitsubishi,7,Mountain,121491,1,Sony
6671,133984,High,74,"Old Age",4,Postgraduate,2,Buick,2,"East North Central",139089,1,Sony
6672,75869,Minimum,36,"Middle Age",3,College,6,Dodge,6,"West South Central",306547,0,Acer
6673,47261,"Below Minimum",69,"Old Age",3,College,2,Buick,3,"West North Central",63939,0,Acer
6674,114979,High,43,"Middle Age",4,Postgraduate,8,Honda,8,Pacific,13263,0,Acer
6675,55556,"Below Minimum",40,"Middle Age",1,"High School",11,Kia,5,"East South Central",75983,0,Acer
6676,25199,"Below Minimum",46,"Old Age",3,College,20,Others,4,"South Atlantic",485081,1,Sony
6677,54403,"Below Minimum",61,"Old Age",3,College,14,"Mercedes Benz",1,Mid-Atlantic,327509,0,Acer
6678,120476,High,76,"Old Age",4,Postgraduate,10,Jeep,3,"West North Central",405403,1,Sony
6679,101558,High,22,"Young Adult",2,"Less than College",18,Subaru,8,Pacific,357826,1,Sony
6680,77609,Minimum,56,"Old Age",1,"High School",3,Cadillac,5,"East South Central",48120,0,Acer
6681,145645,High,30,"Middle Age",3,College,16,Nissan,8,Pacific,280036,1,Sony
6682,43868,"Below Minimum",67,"Old Age",1,"High School",7,Ford,6,"West South Central",407942,0,Acer
6683,119857,High,77,"Old Age",2,"Less than College",13,Mazda,0,"New England",147350,1,Sony
6684,116638,High,22,"Young Adult",4,Postgraduate,6,Dodge,2,"East North Central",272778,1,Sony
6685,150000,High,71,"Old Age",0,"Less than High School",4,Chevrolet,6,"West South Central",418461,1,Sony
6686,58589,"Below Minimum",45,"Middle Age",1,"High School",1,BMW,1,Mid-Atlantic,16676,1,Sony
6687,26233,"Below Minimum",46,"Old Age",0,"Less than High School",18,Subaru,6,"West South Central",309787,1,Sony
6688,25577,"Below Minimum",32,"Middle Age",4,Postgraduate,11,Kia,1,Mid-Atlantic,98271,1,Sony
6689,105533,High,43,"Middle Age",3,College,4,Chevrolet,3,"West North Central",36055,0,Acer
6690,44019,"Below Minimum",51,"Old Age",4,Postgraduate,6,Dodge,6,"West South Central",72329,1,Sony
6691,35560,"Below Minimum",29,"Young Adult",2,"Less than College",3,Cadillac,6,"West South Central",419875,1,Sony
6692,35115,"Below Minimum",80,"Old Age",4,Postgraduate,9,Hyundai,7,Mountain,221373,0,Acer
6693,121691,High,31,"Middle Age",4,Postgraduate,14,"Mercedes Benz",8,Pacific,339851,1,Sony
6694,42814,"Below Minimum",54,"Old Age",1,"High School",11,Kia,2,"East North Central",373196,1,Sony
6695,64809,Minimum,51,"Old Age",4,Postgraduate,15,Mitsubishi,6,"West South Central",361433,1,Sony
6696,128628,High,52,"Old Age",1,"High School",11,Kia,3,"West North Central",455073,0,Acer
6697,150000,High,37,"Middle Age",1,"High School",17,Ram,0,"New England",133390,1,Sony
6698,121732,High,47,"Old Age",0,"Less than High School",18,Subaru,0,"New England",154694,0,Acer
6699,68442,Minimum,51,"Old Age",2,"Less than College",5,Chrysler,1,Mid-Atlantic,242669,1,Sony
6700,97272,Middle,58,"Old Age",1,"High School",7,Ford,6,"West South Central",396053,0,Acer
6701,140804,High,25,"Young Adult",2,"Less than College",17,Ram,3,"West North Central",162123,1,Sony
6702,32686,"Below Minimum",66,"Old Age",2,"Less than College",17,Ram,1,Mid-Atlantic,128480,0,Acer
6703,37526,"Below Minimum",33,"Middle Age",1,"High School",11,Kia,1,Mid-Atlantic,222425,1,Sony
6704,69072,Minimum,51,"Old Age",0,"Less than High School",15,Mitsubishi,6,"West South Central",143924,1,Sony
6705,67588,Minimum,22,"Young Adult",2,"Less than College",1,BMW,7,Mountain,236066,0,Acer
6706,131450,High,67,"Old Age",4,Postgraduate,6,Dodge,2,"East North Central",292228,1,Sony
6707,90488,Middle,29,"Young Adult",4,Postgraduate,11,Kia,8,Pacific,94500,0,Acer
6708,114274,High,62,"Old Age",0,"Less than High School",15,Mitsubishi,1,Mid-Atlantic,419782,1,Sony
6709,100710,High,68,"Old Age",2,"Less than College",19,Toyota,4,"South Atlantic",167163,1,Sony
6710,142742,High,68,"Old Age",2,"Less than College",20,Others,2,"East North Central",16663,1,Sony
6711,27229,"Below Minimum",27,"Young Adult",3,College,8,Honda,8,Pacific,121432,1,Sony
6712,121643,High,55,"Old Age",4,Postgraduate,13,Mazda,3,"West North Central",206830,0,Acer
6713,67927,Minimum,48,"Old Age",2,"Less than College",17,Ram,3,"West North Central",83726,1,Sony
6714,77107,Minimum,36,"Middle Age",4,Postgraduate,14,"Mercedes Benz",4,"South Atlantic",46426,0,Acer
6715,50231,"Below Minimum",59,"Old Age",4,Postgraduate,17,Ram,5,"East South Central",194226,1,Sony
6716,49582,"Below Minimum",41,"Middle Age",2,"Less than College",12,Lincoln,8,Pacific,394727,1,Sony
6717,68165,Minimum,46,"Old Age",4,Postgraduate,4,Chevrolet,0,"New England",395868,1,Sony
6718,50736,"Below Minimum",29,"Young Adult",2,"Less than College",20,Others,2,"East North Central",433380,1,Sony
6719,31134,"Below Minimum",51,"Old Age",1,"High School",17,Ram,1,Mid-Atlantic,329321,1,Sony
6720,113309,High,63,"Old Age",1,"High School",12,Lincoln,3,"West North Central",147382,1,Sony
6721,147020,High,33,"Middle Age",1,"High School",1,BMW,0,"New England",273668,1,Sony
6722,33406,"Below Minimum",51,"Old Age",3,College,5,Chrysler,0,"New England",35547,1,Sony
6723,61314,"Below Minimum",37,"Middle Age",4,Postgraduate,2,Buick,8,Pacific,211323,0,Acer
6724,92813,Middle,23,"Young Adult",0,"Less than High School",5,Chrysler,0,"New England",40590,0,Acer
6725,20000,"Below Minimum",38,"Middle Age",0,"Less than High School",12,Lincoln,6,"West South Central",86792,1,Sony
6726,81148,Middle,79,"Old Age",1,"High School",18,Subaru,2,"East North Central",115071,1,Sony
6727,119205,High,38,"Middle Age",3,College,8,Honda,3,"West North Central",263476,1,Sony
6728,74405,Minimum,80,"Old Age",0,"Less than High School",9,Hyundai,4,"South Atlantic",7666,0,Acer
6729,117275,High,50,"Old Age",3,College,11,Kia,3,"West North Central",331156,0,Acer
6730,140276,High,80,"Old Age",0,"Less than High School",10,Jeep,2,"East North Central",331115,1,Sony
6731,131861,High,43,"Middle Age",0,"Less than High School",16,Nissan,1,Mid-Atlantic,278351,1,Sony
6732,20000,"Below Minimum",45,"Middle Age",2,"Less than College",18,Subaru,5,"East South Central",354980,1,Sony
6733,95198,Middle,42,"Middle Age",0,"Less than High School",20,Others,5,"East South Central",89372,0,Acer
6734,92463,Middle,64,"Old Age",3,College,3,Cadillac,7,Mountain,238462,1,Sony
6735,99838,Middle,28,"Young Adult",0,"Less than High School",1,BMW,6,"West South Central",370197,1,Sony
6736,142288,High,80,"Old Age",4,Postgraduate,13,Mazda,7,Mountain,500000,1,Sony
6737,20726,"Below Minimum",28,"Young Adult",4,Postgraduate,1,BMW,5,"East South Central",116685,1,Sony
6738,122397,High,78,"Old Age",4,Postgraduate,3,Cadillac,1,Mid-Atlantic,262807,1,Sony
6739,115755,High,67,"Old Age",3,College,4,Chevrolet,5,"East South Central",320224,1,Sony
6740,77446,Minimum,36,"Middle Age",2,"Less than College",6,Dodge,7,Mountain,261296,0,Acer
6741,49259,"Below Minimum",23,"Young Adult",1,"High School",4,Chevrolet,0,"New England",305053,0,Acer
6742,83734,Middle,76,"Old Age",3,College,15,Mitsubishi,1,Mid-Atlantic,32178,1,Sony
6743,20963,"Below Minimum",21,"Young Adult",4,Postgraduate,11,Kia,8,Pacific,59049,1,Sony
6744,118636,High,44,"Middle Age",4,Postgraduate,17,Ram,7,Mountain,170777,0,Acer
6745,104910,High,47,"Old Age",3,College,4,Chevrolet,5,"East South Central",454556,0,Acer
6746,68844,Minimum,24,"Young Adult",0,"Less than High School",15,Mitsubishi,5,"East South Central",411183,0,Acer
6747,32053,"Below Minimum",38,"Middle Age",0,"Less than High School",5,Chrysler,2,"East North Central",252927,1,Sony
6748,63035,"Below Minimum",50,"Old Age",1,"High School",10,Jeep,1,Mid-Atlantic,486741,1,Sony
6749,138723,High,25,"Young Adult",0,"Less than High School",2,Buick,4,"South Atlantic",331826,1,Sony
6750,52105,"Below Minimum",20,"Young Adult",4,Postgraduate,20,Others,3,"West North Central",37550,1,Sony
6751,27460,"Below Minimum",62,"Old Age",2,"Less than College",7,Ford,3,"West North Central",85854,0,Acer
6752,39755,"Below Minimum",42,"Middle Age",2,"Less than College",4,Chevrolet,8,Pacific,119072,1,Sony
6753,104429,High,78,"Old Age",2,"Less than College",4,Chevrolet,1,Mid-Atlantic,408701,1,Sony
6754,82687,Middle,60,"Old Age",0,"Less than High School",16,Nissan,3,"West North Central",389437,1,Sony
6755,147645,High,33,"Middle Age",1,"High School",16,Nissan,8,Pacific,23558,1,Sony
6756,26572,"Below Minimum",57,"Old Age",3,College,8,Honda,1,Mid-Atlantic,110924,1,Sony
6757,42861,"Below Minimum",38,"Middle Age",3,College,5,Chrysler,6,"West South Central",34704,1,Sony
